case_id,target_well,protocol_text,operation_count,deck_format,head_mode,stress_regime,volume_ul,antigen_a_pct,antigen_b_pct,buffer_pct,carryover_risk
adl_000933,WORK:D06,SEED ANTIGEN_A SRC:C05 100 ; SEED ANTIGEN_B SRC:B04 100 ; SEED BUFFER SRC:D06 120 ; SEED ANTIGEN_B SRC:B01 100 ; PIPET SRC:C05 WORK:B06 18 0.07 ; PIPET SRC:B04 OUT:C05 18 0.07 ; PIPET SRC:D06 OUT:C05 24 0.07 ; PIPET WORK:B06 OUT:B10 8 0.08 ; EVAP OUT:B10 0.12 ; PIPET SRC:B04 OUT:A10 20 0.08 ; FANOUT SRC:C05 OUT:C01 WORK:C05 WORK:A06 24 0.50 0.30 0.03 ; FANOUT SRC:B04 WORK:B02 OUT:B10 WORK:B06 9 0.40 0.40 0.06 ; PIPET OUT:C01 OUT:A10 12 0.05 ; PIPET SRC:D06 WORK:B06 6 0.02 ; PIPET OUT:B10 WORK:E12 16 0.02 ; EVAP WORK:A06 0.02 ; EVAP OUT:C05 0.02 ; PIPET SRC:B04 OUT:A10 4 0.08 ; PIPET WORK:B06 OUT:B10 4 0.05 ; FANOUT SRC:B01 WORK:A06 WORK:D06 OUT:B01 9 0.40 0.20 0.06 ; RINSE WORK:C05 20 0.10,21,source_to_assay,span8,mixed_stress,1.692,0.0,100.0,0.0,0.0
adl_000934,WORK:F02,SEED ANTIGEN_A SRC:B06 60 ; SEED ANTIGEN_B SRC:A03 60 ; SEED BUFFER SRC:D06 60 ; SEED ANTIGEN_B SRC:B04 100 ; PIPET SRC:B06 WORK:G04 30 0.04 ; PIPET SRC:A03 WORK:G04 36 0.00 ; PIPET SRC:D06 WORK:H01 36 0.07 ; DECAY SRC:A03 0.00 0.04 ; DECAY WORK:G04 0.10 0.00 ; RINSE WORK:G04 16 0.10 ; DILUTE OUT:A12 ANTIGEN_B 10 ; EVAP OUT:A12 0.12 ; PIPET WORK:H01 WORK:F02 12 0.00 ; RINSE SRC:B04 16 0.06 ; PIPET OUT:A12 WORK:A01 20 0.05 ; PIPET WORK:F02 WORK:A01 16 0.00 ; PIPET SRC:A03 OUT:A12 12 0.02 ; DILUTE OUT:A12 ANTIGEN_B 10 ; RINSE OUT:A12 8 0.06 ; CARRY SRC:B04 OUT:A12 750 ; DILUTE OUT:A12 RINSE 5 ; PIPET OUT:A12 WORK:H01 12 0.02 ; PIPET WORK:A01 WORK:G12 16 0.00 ; CARRY WORK:A01 WORK:A01 1500 ; EVAP WORK:A01 0.18,25,source_to_assay,span8,carryover_prone,0.0,0.0,0.0,0.0,0.0
adl_000935,WORK:A07,SEED ANTIGEN_A SRC:B04 60 ; SEED ANTIGEN_B SRC:D04 120 ; SEED BUFFER SRC:C02 80 ; SEED ANTIGEN_B SRC:B02 60 ; PIPET SRC:B04 WORK:C12 30 0.02 ; PIPET SRC:D04 WORK:A09 12 0.07 ; PIPET SRC:C02 WORK:E08 12 0.04 ; DILUTE WORK:E08 ANTIGEN_B 20 ; DILUTE OUT:B02 ANTIGEN_B 15 ; CAP WORK:E08 55 ; FANOUT SRC:C02 WORK:F10 OUT:B02 WORK:A07 18 0.50 0.30 0.06 ; DILUTE WORK:F07 BUFFER 20 ; PIPET WORK:A07 WORK:A07 12 0.08 ; FANOUT SRC:B02 WORK:F10 OUT:B02 WORK:C12 18 0.50 0.30 0.03 ; FANOUT SRC:B04 OUT:B02 WORK:A07 WORK:F07 12 0.30 0.20 0.00 ; PIPET SRC:B04 WORK:A09 8 0.05 ; EVAP WORK:F07 0.02 ; DILUTE WORK:F10 RINSE 20 ; DILUTE WORK:E08 BUFFER 8 ; PIPET WORK:F10 WORK:E08 8 0.02 ; DECAY WORK:F10 0.10 0.00 ; FANOUT SRC:B04 WORK:E08 WORK:A09 WORK:F10 9 0.20 0.30 0.03 ; DECAY WORK:C12 0.15 0.09 ; PIPET SRC:B02 WORK:A09 8 0.00 ; PIPET WORK:F07 WORK:E08 6 0.00 ; PIPET SRC:D04 WORK:E09 8 0.02 ; FANOUT WORK:F10 WORK:F07 WORK:A07 WORK:F10 9 0.20 0.30 0.03 ; DECAY WORK:A07 0.05 0.00 ; PIPET OUT:B02 WORK:F07 8 0.00,29,two_plate_bridge,span8,low_loss,8.13228,32.56508,6.68911,60.74581,0.03
adl_000936,WORK:E09,SEED ANTIGEN_A SRC:C04 60 ; SEED ANTIGEN_B SRC:A01 120 ; SEED BUFFER SRC:C05 120 ; SEED ANTIGEN_A SRC:A03 120 ; PIPET SRC:C04 OUT:D05 18 0.07 ; PIPET SRC:A01 OUT:D09 18 0.02 ; PIPET SRC:C05 WORK:G11 30 0.00 ; PIPET OUT:D09 WORK:F05 16 0.00 ; DILUTE WORK:F05 BUFFER 5 ; DECAY OUT:D05 0.05 0.00 ; FANOUT SRC:C05 WORK:E07 OUT:D09 OUT:D05 24 0.20 0.20 0.00 ; PIPET WORK:E07 OUT:D09 20 0.08 ; FANOUT SRC:C04 WORK:A05 OUT:D09 OUT:D10 12 0.30 0.40 0.00 ; DILUTE OUT:D10 ANTIGEN_B 8 ; DECAY WORK:A05 0.15 0.09 ; DILUTE WORK:F05 ANTIGEN_B 8 ; DILUTE OUT:D05 RINSE 10 ; EVAP WORK:G11 0.12 ; PIPET SRC:C04 OUT:D09 4 0.05 ; FANOUT OUT:D05 WORK:E07 OUT:D09 WORK:F05 24 0.40 0.30 0.03 ; CAP WORK:G11 55 ; FANOUT OUT:D05 OUT:D10 WORK:E07 OUT:D09 9 0.40 0.20 0.03,22,source_to_assay,eight_channel,low_loss,0.0,0.0,0.0,0.0,0.0
adl_000937,WORK:B06,SEED ANTIGEN_A SRC:A04 120 ; SEED ANTIGEN_B SRC:C02 60 ; SEED BUFFER SRC:D01 60 ; SEED ANTIGEN_B SRC:D05 100 ; PIPET SRC:A04 OUT:A01 24 0.02 ; PIPET SRC:C02 OUT:D12 12 0.00 ; PIPET SRC:D01 OUT:A01 36 0.07 ; PIPET SRC:D01 WORK:G11 8 0.08 ; DILUTE OUT:A01 BUFFER 10 ; PIPET SRC:D01 WORK:A10 6 0.02 ; RINSE WORK:G11 12 0.06 ; PIPET WORK:G11 WORK:B06 16 0.05 ; DECAY SRC:A04 0.05 0.04 ; PIPET WORK:B06 OUT:A01 12 0.08 ; CARRY SRC:C02 WORK:H12 3000 ; PIPET OUT:A01 WORK:B06 4 0.05 ; PIPET SRC:D05 WORK:F07 12 0.02 ; RINSE WORK:B06 12 0.06 ; EVAP WORK:B06 0.18 ; PIPET SRC:D01 WORK:G11 8 0.08 ; FANOUT SRC:D01 WORK:B06 WORK:H12 WORK:A10 12 0.30 0.30 0.03 ; RINSE WORK:B06 8 0.10 ; DILUTE OUT:D12 ANTIGEN_A 5 ; DILUTE WORK:C06 ANTIGEN_A 8 ; PIPET WORK:B06 WORK:B06 8 0.08 ; PIPET SRC:D05 WORK:G03 6 0.08 ; FANOUT OUT:D12 OUT:A01 OUT:D12 WORK:D01 12 0.50 0.30 0.03 ; PIPET WORK:D01 OUT:A05 12 0.00 ; PIPET WORK:C06 WORK:A04 16 0.08 ; CARRY WORK:B06 WORK:G11 1500 ; PIPET WORK:A04 WORK:C06 16 0.08 ; EVAP OUT:D12 0.05,32,source_to_assay,eight_channel,mixed_stress,8.4209,0.06232,0.0,99.93768,0.03
adl_000938,WORK:H07,SEED ANTIGEN_A SRC:A01 80 ; SEED ANTIGEN_B SRC:A06 80 ; SEED BUFFER SRC:A03 120 ; SEED ANTIGEN_A SRC:D01 80 ; PIPET SRC:A01 WORK:D06 36 0.04 ; PIPET SRC:A06 OUT:C05 18 0.04 ; PIPET SRC:A03 OUT:B11 18 0.04 ; CARRY WORK:D06 OUT:C05 250 ; DECAY SRC:D01 0.10 0.00 ; DILUTE WORK:G10 ANTIGEN_B 5 ; PIPET WORK:D06 WORK:B10 20 0.02 ; FANOUT SRC:A01 WORK:G11 WORK:H07 OUT:B02 24 0.30 0.40 0.03 ; FANOUT SRC:A06 WORK:H07 OUT:C05 OUT:B02 18 0.30 0.20 0.00 ; CAP OUT:B02 55 ; PIPET WORK:H07 WORK:G10 12 0.00 ; CAP OUT:C05 90 ; PIPET SRC:A03 WORK:G03 6 0.02 ; FANOUT WORK:B10 WORK:B10 OUT:A12 OUT:B11 12 0.20 0.40 0.03 ; PIPET SRC:A03 WORK:D06 12 0.02 ; FANOUT WORK:B10 OUT:A12 WORK:G11 OUT:B11 9 0.20 0.30 0.03 ; CARRY WORK:G03 WORK:H07 6000 ; PIPET WORK:B10 WORK:H07 8 0.02 ; CARRY SRC:A01 WORK:C05 750 ; CARRY WORK:G11 WORK:G11 250 ; DILUTE WORK:A08 BUFFER 20 ; DECAY WORK:D06 0.10 0.04 ; PIPET OUT:B02 OUT:A12 12 0.05 ; PIPET OUT:B02 OUT:B10 20 0.05 ; CAP WORK:D06 90 ; DECAY WORK:G10 0.05 0.09 ; EVAP WORK:G03 0.02,31,three_zone_validation,span8,mixed_stress,3.65672,71.8132,27.222,0.9648,0.1
adl_000939,OUT:D09,SEED ANTIGEN_A SRC:B06 80 ; SEED ANTIGEN_B SRC:D06 120 ; SEED BUFFER SRC:B05 80 ; SEED ANTIGEN_B SRC:D04 80 ; PIPET SRC:B06 OUT:D09 30 0.04 ; PIPET SRC:D06 OUT:B12 30 0.02 ; PIPET SRC:B05 OUT:B12 18 0.04 ; EVAP SRC:B05 0.08 ; FANOUT SRC:D06 OUT:C11 WORK:G04 OUT:B12 18 0.30 0.30 0.06 ; CARRY SRC:B06 OUT:C04 750 ; CARRY OUT:D09 OUT:C04 1500 ; FANOUT SRC:B06 OUT:B12 OUT:D09 WORK:H10 24 0.20 0.40 0.00 ; RINSE SRC:D04 12 0.10 ; DECAY SRC:B06 0.05 0.04 ; DECAY OUT:B12 0.05 0.00 ; PIPET SRC:B05 OUT:D09 4 0.05 ; DILUTE OUT:C04 ANTIGEN_B 10 ; DILUTE WORK:G04 ANTIGEN_A 10 ; RINSE SRC:D04 20 0.03 ; FANOUT OUT:C04 WORK:G04 OUT:C04 OUT:D09 9 0.40 0.40 0.03 ; DILUTE OUT:B12 RINSE 5 ; DILUTE WORK:H10 ANTIGEN_A 8 ; DILUTE OUT:D09 RINSE 20 ; CARRY SRC:B06 OUT:D09 750 ; CAP OUT:D09 70 ; PIPET SRC:D04 OUT:D09 8 0.00 ; RINSE SRC:B06 16 0.10,27,two_plate_bridge,eight_channel,carryover_prone,71.9655,53.40479,2.53629,44.05893,0.1
adl_000940,OUT:B06,SEED ANTIGEN_A SRC:C01 120 ; SEED ANTIGEN_B SRC:D01 80 ; SEED BUFFER SRC:B05 100 ; SEED ANTIGEN_A SRC:A06 120 ; PIPET SRC:C01 WORK:A06 18 0.02 ; PIPET SRC:D01 OUT:D08 18 0.04 ; PIPET SRC:B05 WORK:G01 36 0.02 ; PIPET WORK:A06 WORK:E03 20 0.00 ; DECAY SRC:D01 0.15 0.04 ; DILUTE OUT:D08 BUFFER 20 ; PIPET SRC:D01 WORK:H05 16 0.08 ; PIPET WORK:E03 WORK:G05 8 0.08 ; PIPET WORK:H05 WORK:G01 12 0.05 ; DILUTE WORK:G01 ANTIGEN_B 8 ; RINSE SRC:C01 8 0.03 ; PIPET OUT:D08 WORK:A06 8 0.02 ; PIPET SRC:D01 WORK:H04 12 0.00 ; DILUTE OUT:D08 RINSE 20 ; DECAY WORK:G05 0.00 0.09 ; DILUTE OUT:B06 RINSE 20 ; DILUTE WORK:D09 RINSE 5 ; PIPET OUT:D08 OUT:B06 6 0.08 ; DILUTE WORK:D09 ANTIGEN_A 20 ; RINSE WORK:G05 12 0.01 ; FANOUT SRC:D01 OUT:D06 OUT:D08 OUT:A12 9 0.20 0.20 0.00 ; PIPET OUT:B06 OUT:D06 20 0.05 ; FANOUT SRC:D01 WORK:G01 WORK:G05 WORK:D09 24 0.30 0.30 0.03 ; PIPET OUT:D06 WORK:G01 4 0.02 ; EVAP SRC:B05 0.18 ; DILUTE WORK:G01 BUFFER 20 ; DILUTE OUT:B06 ANTIGEN_B 15,31,source_to_assay,eight_channel,carryover_prone,20.52,0.0,74.70188,25.29812,0.03
adl_000941,WORK:G07,SEED ANTIGEN_A SRC:D02 60 ; SEED ANTIGEN_B SRC:C03 100 ; SEED BUFFER SRC:B02 100 ; SEED ANTIGEN_B SRC:C05 120 ; PIPET SRC:D02 WORK:C09 12 0.07 ; PIPET SRC:C03 WORK:E07 12 0.00 ; PIPET SRC:B02 WORK:H07 30 0.04 ; PIPET SRC:D02 WORK:C09 20 0.08 ; RINSE SRC:B02 20 0.10 ; RINSE WORK:H07 16 0.03 ; CARRY SRC:C03 WORK:F11 750 ; FANOUT SRC:B02 WORK:C09 WORK:H07 OUT:B07 9 0.50 0.30 0.00 ; CARRY SRC:B02 WORK:H07 1500 ; PIPET WORK:C09 OUT:D12 8 0.08 ; CARRY SRC:C03 WORK:E07 750 ; CAP OUT:B07 90 ; FANOUT OUT:B07 WORK:C09 WORK:H07 OUT:B07 12 0.50 0.30 0.03 ; CARRY SRC:B02 WORK:C09 1500 ; DILUTE WORK:E07 BUFFER 5 ; DECAY SRC:B02 0.05 0.09 ; DECAY OUT:D12 0.15 0.00 ; CAP WORK:C09 25 ; PIPET SRC:C05 WORK:G07 4 0.05 ; FANOUT OUT:D12 WORK:E07 OUT:B07 WORK:C09 9 0.50 0.30 0.03 ; DECAY WORK:E07 0.10 0.00 ; DECAY OUT:B07 0.15 0.14 ; RINSE SRC:B02 12 0.10,27,source_to_assay,eight_channel,carryover_prone,3.8,0.0,100.0,0.0,0.0
adl_000942,OUT:C09,SEED ANTIGEN_A SRC:B03 100 ; SEED ANTIGEN_B SRC:D03 120 ; SEED BUFFER SRC:B04 120 ; SEED ANTIGEN_B SRC:C05 100 ; PIPET SRC:B03 WORK:F11 30 0.04 ; PIPET SRC:D03 WORK:H11 18 0.02 ; PIPET SRC:B04 WORK:F11 24 0.02 ; EVAP SRC:B04 0.02 ; DILUTE WORK:C11 BUFFER 20 ; CARRY SRC:D03 OUT:D05 1500 ; CARRY SRC:C05 OUT:B05 6000 ; FANOUT SRC:B03 WORK:H11 OUT:A08 OUT:D05 18 0.30 0.20 0.06 ; PIPET OUT:B05 WORK:C11 20 0.00 ; PIPET SRC:B03 OUT:B05 4 0.02 ; CAP OUT:B05 90 ; PIPET WORK:H11 WORK:G08 12 0.00 ; CARRY OUT:A08 WORK:D08 750 ; FANOUT OUT:B05 OUT:D05 OUT:C09 WORK:G08 12 0.50 0.20 0.06 ; CARRY WORK:H11 WORK:F11 6000,19,three_zone_validation,eight_channel,low_loss,0.73696,100.0,0.0,0.0,0.0
adl_000943,WORK:C05,SEED ANTIGEN_A SRC:D02 60 ; SEED ANTIGEN_B SRC:A04 100 ; SEED BUFFER SRC:D03 100 ; SEED ANTIGEN_B SRC:B06 100 ; PIPET SRC:D02 WORK:G06 18 0.04 ; PIPET SRC:A04 WORK:B12 24 0.07 ; PIPET SRC:D03 WORK:B06 12 0.04 ; DECAY WORK:B06 0.10 0.14 ; PIPET WORK:B12 WORK:B06 12 0.05 ; CARRY WORK:B12 OUT:D04 250 ; EVAP SRC:A04 0.18 ; DILUTE OUT:D01 ANTIGEN_B 15 ; DILUTE WORK:C05 ANTIGEN_B 10 ; RINSE WORK:B12 16 0.01 ; CAP WORK:B12 55 ; RINSE SRC:B06 20 0.01 ; FANOUT SRC:D02 OUT:D01 WORK:A05 WORK:B06 24 0.40 0.30 0.06 ; RINSE WORK:B12 16 0.03 ; CARRY SRC:A04 WORK:G06 3000,19,three_zone_validation,span8,evaporation_prone,10.0,0.0,100.0,0.0,0.0
adl_000944,WORK:E08,SEED ANTIGEN_A SRC:D01 60 ; SEED ANTIGEN_B SRC:A01 60 ; SEED BUFFER SRC:B06 100 ; SEED ANTIGEN_A SRC:C04 60 ; PIPET SRC:D01 OUT:B04 18 0.07 ; PIPET SRC:A01 WORK:F11 30 0.02 ; PIPET SRC:B06 WORK:F11 30 0.02 ; RINSE SRC:D01 8 0.06 ; DILUTE WORK:F11 ANTIGEN_B 10 ; RINSE SRC:C04 12 0.06 ; PIPET SRC:C04 OUT:C02 6 0.08 ; CARRY WORK:F11 WORK:G07 750 ; RINSE SRC:A01 20 0.03 ; FANOUT OUT:B04 WORK:F11 OUT:C02 OUT:D02 24 0.40 0.20 0.00 ; FANOUT SRC:C04 WORK:B05 WORK:G07 OUT:C02 24 0.40 0.20 0.06 ; RINSE WORK:G07 20 0.10 ; PIPET OUT:D02 WORK:D05 8 0.02 ; FANOUT WORK:G07 OUT:C02 WORK:B05 OUT:B04 9 0.20 0.40 0.03 ; CARRY SRC:A01 OUT:C02 6000 ; FANOUT OUT:B04 OUT:D02 WORK:F11 WORK:G07 12 0.30 0.20 0.03 ; FANOUT WORK:F11 WORK:F11 OUT:A05 WORK:D05 18 0.50 0.20 0.00 ; RINSE WORK:G07 16 0.06 ; PIPET OUT:A05 OUT:A05 4 0.05 ; PIPET SRC:D01 OUT:B04 12 0.00 ; FANOUT WORK:D05 WORK:F11 WORK:H07 WORK:E08 9 0.50 0.30 0.00 ; EVAP OUT:A05 0.08 ; FANOUT WORK:D05 WORK:G07 WORK:H07 WORK:B05 24 0.30 0.30 0.00 ; EVAP WORK:H07 0.12 ; DECAY WORK:B05 0.15 0.00,29,two_plate_bridge,single_tip,carryover_prone,1.8,58.82643,23.34967,17.8239,0.1
adl_000945,OUT:B07,SEED ANTIGEN_A SRC:B04 120 ; SEED ANTIGEN_B SRC:B02 100 ; SEED BUFFER SRC:D03 80 ; SEED ANTIGEN_B SRC:B01 80 ; PIPET SRC:B04 OUT:B03 30 0.02 ; PIPET SRC:B02 OUT:B11 36 0.02 ; PIPET SRC:D03 OUT:C04 36 0.02 ; PIPET OUT:C04 WORK:F03 8 0.02 ; FANOUT OUT:B11 WORK:B08 OUT:B11 OUT:C08 24 0.30 0.20 0.06 ; FANOUT WORK:F03 OUT:B11 OUT:C08 OUT:B07 18 0.50 0.30 0.06 ; PIPET WORK:B08 WORK:E01 16 0.00 ; DILUTE WORK:F03 ANTIGEN_A 5 ; CAP OUT:B11 55 ; PIPET SRC:B01 WORK:E01 4 0.00 ; CARRY WORK:F03 OUT:C08 1500 ; RINSE OUT:B03 16 0.06 ; DILUTE OUT:C08 RINSE 20 ; CARRY OUT:B07 OUT:B11 250 ; RINSE SRC:B02 16 0.06 ; EVAP OUT:C04 0.02 ; CAP OUT:C04 55 ; EVAP SRC:B04 0.08 ; FANOUT SRC:D03 OUT:A01 OUT:B03 WORK:C10 9 0.40 0.20 0.00 ; PIPET SRC:B01 OUT:C04 8 0.05 ; PIPET SRC:B01 OUT:B05 16 0.00 ; CARRY OUT:C08 WORK:C10 250 ; EVAP OUT:C08 0.18,27,source_to_assay,eight_channel,carryover_prone,1.47392,0.0,0.0,100.0,0.0
adl_000946,OUT:A01,SEED ANTIGEN_A SRC:B04 100 ; SEED ANTIGEN_B SRC:D06 120 ; SEED BUFFER SRC:C03 120 ; SEED ANTIGEN_B SRC:A02 120 ; PIPET SRC:B04 WORK:F11 12 0.07 ; PIPET SRC:D06 WORK:F03 36 0.04 ; PIPET SRC:C03 OUT:B04 30 0.07 ; FANOUT SRC:D06 WORK:D12 OUT:C03 OUT:B04 12 0.30 0.40 0.06 ; FANOUT WORK:D12 OUT:B04 OUT:D05 WORK:F11 12 0.20 0.40 0.06 ; FANOUT SRC:D06 WORK:D12 OUT:C03 WORK:F11 9 0.40 0.40 0.00 ; CAP OUT:B04 90 ; RINSE WORK:F03 8 0.06 ; PIPET WORK:D12 OUT:D06 16 0.02 ; CAP WORK:D12 25 ; RINSE SRC:D06 20 0.03 ; RINSE SRC:B04 12 0.03 ; RINSE SRC:C03 8 0.03 ; PIPET OUT:D05 OUT:D06 20 0.05 ; CAP OUT:D05 90 ; CARRY OUT:C03 WORK:D12 250 ; CAP WORK:D12 40 ; PIPET OUT:D06 WORK:F11 4 0.02 ; PIPET SRC:D06 OUT:A01 20 0.02 ; DECAY OUT:A01 0.15 0.09 ; CARRY SRC:D06 WORK:F01 750 ; PIPET OUT:D06 OUT:D05 4 0.00 ; CARRY SRC:B04 WORK:F11 250 ; PIPET WORK:F11 WORK:B02 20 0.08,28,source_to_assay,span8,evaporation_prone,19.6,0.0,7.91854,92.08146,0.03
adl_000947,WORK:F09,SEED ANTIGEN_A SRC:D06 120 ; SEED ANTIGEN_B SRC:A03 80 ; SEED BUFFER SRC:C03 100 ; SEED ANTIGEN_A SRC:B05 60 ; PIPET SRC:D06 WORK:E06 30 0.04 ; PIPET SRC:A03 OUT:D03 18 0.02 ; PIPET SRC:C03 WORK:E07 36 0.02 ; RINSE WORK:E07 8 0.01 ; PIPET WORK:E07 WORK:F05 12 0.00 ; CARRY WORK:E06 WORK:H06 250 ; DECAY WORK:F05 0.05 0.00 ; DILUTE WORK:F09 RINSE 10 ; DECAY OUT:D03 0.15 0.04 ; PIPET OUT:D03 WORK:E07 4 0.00 ; CARRY SRC:D06 OUT:D08 3000 ; EVAP WORK:E07 0.05 ; PIPET SRC:D06 WORK:B06 8 0.00 ; CARRY WORK:F05 WORK:B02 6000 ; DECAY WORK:F09 0.15 0.14 ; PIPET WORK:F05 WORK:E07 8 0.08 ; RINSE WORK:F09 8 0.01 ; FANOUT WORK:E07 WORK:B06 WORK:E06 WORK:C10 12 0.30 0.20 0.06 ; PIPET WORK:F09 WORK:H01 8 0.05 ; EVAP SRC:B05 0.02 ; FANOUT WORK:B06 OUT:D03 WORK:B02 WORK:E07 18 0.50 0.20 0.03 ; DECAY WORK:B02 0.10 0.00 ; CAP WORK:F09 90 ; FANOUT WORK:C10 WORK:E07 WORK:B06 WORK:C11 24 0.30 0.30 0.06 ; RINSE WORK:E07 8 0.01 ; PIPET WORK:H01 WORK:H01 12 0.00,30,two_plate_bridge,span8,mixed_stress,0.1,0.0,0.0,100.0,0.03
adl_000948,OUT:D01,SEED ANTIGEN_A SRC:C03 80 ; SEED ANTIGEN_B SRC:A04 60 ; SEED BUFFER SRC:D02 60 ; SEED ANTIGEN_B SRC:B05 100 ; PIPET SRC:C03 WORK:F08 30 0.02 ; PIPET SRC:A04 WORK:F01 18 0.07 ; PIPET SRC:D02 WORK:A08 12 0.00 ; EVAP SRC:A04 0.08 ; DECAY SRC:B05 0.15 0.00 ; PIPET SRC:C03 OUT:B06 16 0.02 ; DILUTE OUT:B06 RINSE 10 ; RINSE SRC:C03 12 0.06 ; PIPET SRC:A04 WORK:H03 20 0.05 ; DECAY OUT:B06 0.10 0.04 ; RINSE WORK:F01 20 0.06 ; PIPET WORK:H03 WORK:A08 12 0.02 ; PIPET SRC:D02 WORK:H03 4 0.05 ; CARRY SRC:C03 WORK:H03 6000 ; EVAP SRC:A04 0.05 ; RINSE SRC:A04 16 0.03 ; PIPET SRC:D02 OUT:B10 4 0.00 ; DECAY SRC:A04 0.10 0.09 ; DECAY WORK:F01 0.00 0.04 ; CARRY OUT:B10 WORK:H03 750 ; PIPET SRC:C03 WORK:A08 16 0.02 ; PIPET WORK:H03 OUT:B06 16 0.08 ; PIPET WORK:A08 WORK:F08 16 0.08 ; EVAP OUT:B10 0.12,28,three_zone_validation,span8,mixed_stress,0.0,0.0,0.0,0.0,0.0
adl_000949,WORK:G06,SEED ANTIGEN_A SRC:B05 100 ; SEED ANTIGEN_B SRC:A05 120 ; SEED BUFFER SRC:D01 100 ; SEED ANTIGEN_B SRC:B01 120 ; PIPET SRC:B05 WORK:G06 30 0.04 ; PIPET SRC:A05 WORK:G10 12 0.07 ; PIPET SRC:D01 WORK:C03 36 0.04 ; CARRY WORK:G10 WORK:C06 250 ; FANOUT SRC:B05 WORK:C11 WORK:C03 WORK:G06 24 0.30 0.20 0.03 ; DECAY SRC:B01 0.10 0.00 ; PIPET WORK:G06 WORK:C03 6 0.08 ; PIPET SRC:B05 OUT:B10 4 0.05 ; PIPET OUT:B10 OUT:B05 4 0.02 ; PIPET SRC:A05 OUT:B10 8 0.08 ; DECAY WORK:G10 0.00 0.09 ; RINSE OUT:B05 16 0.06 ; EVAP WORK:G06 0.12 ; DILUTE OUT:B09 RINSE 15 ; PIPET OUT:B09 WORK:C06 4 0.05 ; FANOUT WORK:C11 WORK:G10 WORK:C11 WORK:C03 18 0.40 0.40 0.06 ; PIPET SRC:B05 WORK:G10 8 0.08 ; CAP WORK:C11 90 ; EVAP WORK:G10 0.18 ; FANOUT OUT:B09 WORK:C11 WORK:C06 OUT:B10 12 0.20 0.30 0.06 ; CAP OUT:B10 40 ; PIPET SRC:B01 OUT:B09 20 0.05 ; EVAP WORK:C11 0.12 ; PIPET WORK:G06 WORK:C06 12 0.00 ; PIPET WORK:C06 WORK:C11 20 0.05,29,three_zone_validation,eight_channel,low_loss,18.3072,100.0,0.0,0.0,0.0
adl_000950,WORK:D12,SEED ANTIGEN_A SRC:D04 120 ; SEED ANTIGEN_B SRC:C02 60 ; SEED BUFFER SRC:B06 100 ; SEED ANTIGEN_A SRC:C04 60 ; PIPET SRC:D04 WORK:G06 12 0.02 ; PIPET SRC:C02 WORK:D12 18 0.07 ; PIPET SRC:B06 WORK:D12 12 0.04 ; PIPET SRC:B06 OUT:C05 16 0.00 ; PIPET SRC:C02 WORK:D12 4 0.08 ; CAP OUT:C09 90 ; FANOUT OUT:C05 OUT:D08 WORK:G06 WORK:D06 12 0.40 0.30 0.00 ; FANOUT WORK:D12 OUT:C09 WORK:C07 WORK:D12 24 0.30 0.20 0.00 ; FANOUT SRC:C02 WORK:A11 WORK:E04 OUT:C05 12 0.50 0.30 0.00 ; CARRY WORK:C07 OUT:B04 6000 ; DILUTE WORK:D12 BUFFER 5 ; PIPET SRC:D04 WORK:D12 20 0.02 ; DECAY WORK:D06 0.05 0.00 ; DECAY WORK:G06 0.05 0.09 ; DECAY WORK:E04 0.15 0.09 ; PIPET OUT:C09 WORK:G06 8 0.02 ; FANOUT WORK:C07 WORK:A03 OUT:D08 WORK:D06 12 0.30 0.30 0.00 ; EVAP WORK:G06 0.05 ; EVAP WORK:D12 0.18 ; RINSE WORK:D12 12 0.10 ; PIPET WORK:A11 WORK:G06 12 0.05 ; FANOUT WORK:E04 OUT:C05 OUT:D08 WORK:G06 9 0.30 0.20 0.03 ; DILUTE OUT:C09 RINSE 8 ; PIPET WORK:D06 OUT:C09 8 0.00 ; PIPET SRC:C04 OUT:D08 20 0.05 ; PIPET SRC:C02 WORK:E09 4 0.00 ; DECAY SRC:C02 0.05 0.14 ; PIPET WORK:D12 WORK:C07 12 0.00 ; EVAP SRC:D04 0.02 ; DECAY WORK:C07 0.10 0.09 ; DILUTE WORK:H11 BUFFER 15,35,source_to_assay,single_tip,evaporation_prone,3.65228,10.26815,6.67855,83.0533,0.03
